user,VIP,dynamic,foucs,fans,district,listen_songs,acclaim,comment,time,content
cheeeeeeeeen_,False,19,29,11,,2968,0,1,2020-04-22 07:18:27,这样多好啊，终于有一个APP可以不用顾及别人只管自己了，可以随心所欲的说了呀[呲牙]
永不开封的汽水是你,False,0,13,1,四川省 - 泸州市,3600,0,1,2020-04-22 01:39:47,谢谢～初心在，就不怕会失望。
-xxx-_h,False,5,51,25,,4114,0,0,2020-04-21 23:31:44,愚
亚柳青菲,False,1,6,4,福建省 - 福州市,4832,0,1,2020-04-21 22:15:56,加油！
IrisRenata,True,118,32,4,重庆市 ,5034,0,1,2020-04-21 17:58:34, 溫柔大方 善解人意...........通常都是面对不那么爱的人~
瑶啊瑶瑶到外婆桥啊,False,1,5,3,湖南省 - 长沙市,2282,0,0,2020-04-21 15:37:36,这首歌听了莫名想哭
虽见犹怜,True,0,0,7,,18645,0,1,2020-04-21 13:39:12,加油 我爱你
矢灮,True,4,4,7,陕西省 - 西安市,1474,0,1,2020-04-21 13:25:43,现在可以说我小的时候偶然间听到过   而后每次再听到   感受愈发深刻
六月是暴雨加水雾,True,2,27,7,重庆市 ,2818,0,1,2020-04-21 12:58:03,是的，9年了
六月是暴雨加水雾,True,2,27,7,重庆市 ,2818,11,1,2020-04-21 12:57:11,11年的专辑，燕姿的歌基本不会撞曲
周牙牙的猫咪,True,77,10,134,,7474,0,1,2020-04-21 07:34:24,找不到了世界太大
北海有只小鱼,True,20,64,10,北京市 ,13215,0,0,2020-04-20 23:13:18,忽然再听到，就会想，上学时候的歌，是最动听的歌
一缕阳光放心上,False,0,3,1,山东省 - 枣庄市,916,2,0,2020-04-20 17:54:30,真真假假，假假真真，在愚人的国度里兜兜转转了一圈
兰落飞羽,False,4,27,5,河北省 - 邯郸市,7569,0,0,2020-04-20 17:03:13,我还是
阿阿阿阿阿阿畅,False,0,10,5,湖北省 - 武汉市,5669,2,1,2020-04-20 13:24:15,九年后这是我第一次听这首歌，真的不过时好听[强]
爱音乐爱生活的O_O,True,0,13,3,广东省 - 茂名市,9824,1,1,2020-04-20 11:30:21,现在老了
卯月零六,True,0,17,0,安徽省 - 亳州市,740,3,0,2020-04-20 07:23:21,穿过一地荒芜，幸福不能触碰。
Nocc呦,True,1,13,2,,21547,2,0,2020-04-20 01:29:18,已经没动力为自己做什么。三年做了很多，现在不知道怎么去改变。不留选择的爱看来很幼稚。可能是自己做的不好才会尝到恋爱不一样的味道[憨笑][憨笑][憨笑]
霜花尽,True,0,10,1,重庆市 ,9122,0,0,2020-04-19 22:07:11,每次听都会被触动
似寻梦cy,False,0,15,3,重庆市 ,5783,5,0,2020-04-19 20:00:22,恋爱中的人容易变成愚人，明明爱着却总是伤害对方
白兰鸽hhhhhy,False,2,12,2,湖北省 - 黄冈市,2913,0,0,2020-04-19 15:24:37,心里乱乱的，打个卡
Ctrl杨,False,1,5,1,,8456,1,0,2020-04-19 13:01:49,我想跟你说，我不会喜欢你了，
桃_之,True,14,63,21,甘肃省 - 庆阳市,12154,0,1,2020-04-18 21:58:47,怎么舍得，怎会舍得。
炸胡哈哈,False,0,41,5,广东省 - 江门市,1926,6,0,2020-04-18 21:51:25,爱是愚人的国度，你不配拥有我的爱，祝你长命百岁，岁岁年年不顺遂，祝你每夜想我念我入骨辗转反侧！
太平洋呼叫大西洋,False,0,11,0,北京市 ,4353,3,0,2020-04-18 20:46:11,打破8888，记住我是第8889条
WeightXI,False,0,16,1,湖北省 - 武汉市,6284,42,0,2020-04-18 20:45:53,以朋友为名的撩拨，倏然抽身离去，被弃者宛如愚人，可笑可怜。好辛苦。不敢袒露喜欢，害怕连朋友都没得做，不敢轻易打扰，害怕情不自禁，到底是怎么了，竟然沦落到这般狼狈，疲惫累累。我有点喜欢你，我想喜欢你，我不敢喜欢你。
曰目,False,32,8,1,,8235,0,0,2020-04-18 19:59:04,原来，不管多大的年纪也有可能做一回愚人啊
来自雪城的血橙,True,9,9,0,,1401,2,1,2020-04-18 19:24:20,好了，九年了
nature0203,False,0,9,1,上海市 ,3108,1,0,2020-04-18 16:11:44,不能自拔 不懂退出[流泪]
永不开封的汽水是你,False,0,13,1,四川省 - 泸州市,3600,1,1,2020-04-18 14:45:28,念念不忘，必有回响。
一些些老旧唱片,False,1,23,10,海外 - 丹麦,2856,0,1,2020-04-18 11:07:48,但是他最终还是成了你前男友
永不开封的汽水是你,False,0,13,1,四川省 - 泸州市,3600,0,0,2020-04-18 02:28:31,一直喜欢孙燕姿，所以前男友追我的时候学会了唱孙燕姿的每一首歌，包括告白唱的都是孙燕姿的歌。他的烟嗓唱出来的每一句都是那么不搭调，但是我还是选择了跟他在一起。
靓丽的珍妮,False,2,83,2,陕西省 - 西安市,1199,1,0,2020-04-18 02:03:00,是疲惫还是依赖的束缚。
要554427,False,7,6,4,广东省 - 佛山市,1248,0,1,2020-04-18 00:23:15,好哦～谢谢
要554427,False,7,6,4,广东省 - 佛山市,1248,0,1,2020-04-18 00:23:00,好的好的 我今天刚嫌弃完他[大哭]
爱你越久我,True,3,34,0,吉林省 - 长春市,2555,0,1,2020-04-17 22:48:28,9年了
pink---qi,False,0,9,0,广东省 - 东莞市,677,0,1,2020-04-17 19:39:33,祝福你呀！
fg一世一人,False,0,2,2,重庆市 ,1701,1,1,2020-04-17 19:37:11,唉，我也知道
杰不思,False,4,31,2,广东省 - 惠州市,7256,1,0,2020-04-17 17:29:56,一个人坐车靠窗，听歌看外面，总会掉很多眼泪。
雨季不洅來,False,7,64,41,江苏省 - 常州市,8848,0,0,2020-04-17 13:39:39,在不懂爱的年纪听出了爱的觉悟，而今又不明白当初觉悟了些啥！
没能熄灭,False,20,37,29,江苏省 - 南京市,6204,0,0,2020-04-17 00:33:18,响铃到站
福福福嘟嘟噻,True,15,60,14,北京市 ,9254,1,0,2020-04-16 21:34:05,@Iris兔子 小兔子，乖，不气了
成全是种孤独,True,0,29,9,河南省 - 郑州市,1078,1,1,2020-04-16 12:07:53,哈哈哈哈，喜欢她的你也很温柔吧。
由来一声笑,False,9,69,1,河南省 - 漯河市,7147,5,0,2020-04-16 10:31:52,这种转音是适合孙燕姿的
桃子肥fei,False,2,10,0,台湾省 - 桃园县,1036,0,1,2020-04-16 06:22:16,哇加油加油要一直到结婚噢
banshore,True,0,10,2,贵州省 - 贵阳市,2100,1,0,2020-04-16 01:35:01,这歌听了很多年，终于在这个晚上听懂了
这一季已结束,True,0,11,9,,5752,0,0,2020-04-15 23:12:06,呼吸声能隐藏的再好点就好了。
LA吹神,False,1,3,8,河南省 - 南阳市,1141,1,1,2020-04-15 22:43:05,我7年前就觉得这首好听了，你好five[多多比耶]
若守得云开终见月明,False,4,34,5,广东省 - 广州市,3933,2,0,2020-04-15 20:43:21,智者不坠爱河
一只mini虾爬子,False,20,7,6,,2232,3,0,2020-04-15 18:04:30,咋这么好听啊@LA吹神
今天又不写作业啊宝贝嘤,False,0,37,4,广东省 - 汕头市,1710,0,1,2020-04-15 17:25:26,9年了
从天上往下瞅你,True,0,10,8,山东省 - 潍坊市,2638,1,1,2020-04-15 10:28:29,简简单单，可可爱爱
我想看星星也想看你-Try,True,7,6,5,河南省 - 郑州市,6634,0,0,2020-04-15 10:14:01,愿意温柔细腻对待他人的人太少了
WellV1012,False,7,11,4,北京市 ,10151,2,0,2020-04-15 09:56:45,上次循环孙燕姿还是大一，10年了。
张宏钊1842,True,1,5,1,广东省 - 深圳市,633,0,0,2020-04-15 00:53:42,我们都回不去最初
fg一世一人,False,0,2,2,重庆市 ,1701,0,1,2020-04-14 23:48:25,真的发生了太多太多的事了，
fg一世一人,False,0,2,2,重庆市 ,1701,0,1,2020-04-14 23:46:24,谢谢你
fg一世一人,False,0,2,2,重庆市 ,1701,1,1,2020-04-14 23:46:11,我们七年了，我还没有离开的勇气，还在挣扎
fg一世一人,False,0,2,2,重庆市 ,1701,0,1,2020-04-14 23:44:53,为什么这么多人都会被伤害
fg一世一人,False,0,2,2,重庆市 ,1701,0,1,2020-04-14 23:44:16,都在演
fg一世一人,False,0,2,2,重庆市 ,1701,0,1,2020-04-14 23:43:59,我也没有想清楚，在爱情中迷失了自己，很痛，却还是放不下
虽见犹怜,True,0,0,7,,18645,0,1,2020-04-14 23:43:06,2020要加油啊 会好起来的 记得要笑呀
小绵羊失眠的时候也会数自己吗yu,False,34,5,27,广东省 - 茂名市,5348,4,0,2020-04-14 17:04:34,真的很喜欢日推啊
夏末蝉茗yu,False,276,42,104,,4967,3,0,2020-04-14 12:27:45,好听好听好听！！！
Nania-Kimberley,False,13,108,7,海外 - 泰国,4677,0,1,2020-04-14 10:01:26,"发现自己爱错人之后的每一天都是清明节,只能死撑到属于自己的复活节到来那天,复活节到来后期待以后可以和新爱的人过“情人节”,就怕情人节是愚人节裹着蜜糖的外皮."
不太开心的开心熊,False,3,7,5,,936,3,0,2020-04-14 03:26:52,越长大越喜欢孙燕姿
Mr_Cabbage,False,4,106,9,浙江省 - 杭州市,6547,5,0,2020-04-13 19:58:55,燕姿的歌是毒药也是解药[口罩]
十五骗了十三,False,36,9,12,江苏省 - 苏州市,3878,3,0,2020-04-13 18:41:44,我还是会想起你，偶尔的时候
陈生的小姐,False,3,20,4,广东省 - 云浮市,2156,0,1,2020-04-13 18:29:51,我也觉得好听
陈生的小姐,False,3,20,4,广东省 - 云浮市,2156,1,0,2020-04-13 16:12:47,好好听
荣荣66666_yBGI,True,1,4,0,湖南省 - 长沙市,428,3,0,2020-04-12 22:48:01,我们都回不去了。
来日可期223,False,0,21,2,山东省 - 德州市,372,0,1,2020-04-12 19:23:26,想自由太爱了
要554427,False,7,6,4,广东省 - 佛山市,1248,0,1,2020-04-12 16:58:25,哈哈哈哈哈好咧
薯味草,False,9,44,11,浙江省 - 杭州市,3395,3,0,2020-04-12 14:44:22,这居然是11年的专辑。。
快楽再光临,True,2,8,14,,3913,2,0,2020-04-12 14:35:27,不能自拔 不懂退出
无我心境,False,1,4,0,陕西省 - 西安市,957,2,0,2020-04-12 14:13:17,很多喜欢听的歌 网易云音乐都收费了😔
一闪一闪刘一诺,False,16,3,6,,2927,2,0,2020-04-12 12:01:35,人啊总是不满足 所有人都活的很明白 只有我自己想不清楚
三北先森,False,28,33,22,新疆 - 哈密地区,3459,3,0,2020-04-12 01:31:44,太好听了吧
Tovi,True,43,446,26,,12010,1,0,2020-04-12 01:24:14,看我们演的好辛苦
Tovi,True,43,446,26,,12010,5,0,2020-04-12 01:22:08,你没有愚到别人，你愚到了你自己。
拍拍酱呀,False,1,6,2,河南省 - 郑州市,255,0,0,2020-04-11 22:35:11,@不老勋章 姐姐学习，不要闹。可以听听歌👧🏻
AL7出了才改名,True,203,230,174,,4431,0,0,2020-04-11 17:08:42,日推燕姿😃
都可以慢慢来,False,0,7,8,,3614,0,1,2020-04-11 16:33:43,每天都是自己骗自己
廖清和,False,49,3,56,湖南省 - 长沙市,13708,12,0,2020-04-11 09:22:58,突然发现我好喜欢孙燕姿，唱歌好好听，每首都好听[爱心]
柒--旭,False,0,14,2,黑龙江省 - 哈尔滨市,7533,1,0,2020-04-11 09:03:16,好爱这首歌
Husher1903,False,2,5,2,天津市 ,1809,2,0,2020-04-11 01:04:48,我们的心境也逐渐接近这张专辑了。
苏苏和雯雯,False,17,47,4,云南省 - 昆明市,2290,4,0,2020-04-10 22:36:20,网易云总能在你失恋的时候歌曲推的恰到好处
seman-Lung,False,1,2,29,广东省 - 佛山市,4166,0,1,2020-04-10 21:52:59,第几次？到底有几个？
daccin,False,0,3,0,广东省 - 广州市,4620,2,1,2020-04-10 11:44:39,现在9年了
小帅木木夕,False,1,3,5,广东省 - 深圳市,2894,0,0,2020-04-10 08:37:26,昨天在陌生的街角，坐上60路巴士，夜色依然灯火璀璨。时间像是一下被拉回大学时候。其实一切都变了。又放佛一切又回到从前…
洵洵洵洵洵乐,True,9,44,6,广东省 - 汕头市,5678,0,1,2020-04-10 00:33:45,抱抱，要开心喔
酸酸甜甜心动,False,1,49,21,江苏省 - 无锡市,7053,0,0,2020-04-09 22:04:05,我真的好脆弱
舞池里的千颂伊,False,665,107,22,上海市 ,4302,0,1,2020-04-09 19:50:54,常常更新好吗！！
舞池里的千颂伊,False,665,107,22,上海市 ,4302,0,1,2020-04-09 19:50:43,哇塞！！太绝美了！！！！
小喵小汪TAT,True,2,11,1,湖北省 - 武汉市,1901,0,1,2020-04-09 13:10:46,太真实了，引起不适[大哭]
Beyonce的粉丝,False,0,61,2,,2067,1,0,2020-04-09 10:13:39,你记得或不记得 懂或不懂 在不在意 我不纠结 我不怪你
隻虎,True,0,11,6,四川省 - 成都市,11968,3,0,2020-04-09 07:56:20,4月8日一声令下将武汉解封，4月8日一份协议将爱情封印，结局是笑还是哭？
滴啵滴啵滴-蹦迪带护膝,False,4,8,4,浙江省 - 金华市,6405,3,0,2020-04-09 00:01:42,我们在23:34互道了晚安，24:00同时给一个人点了赞，我们都不会拆穿彼此，就好像其实我们也没有那么爱嘛
把情绪调成静音模式,True,0,1,2,,4429,0,1,2020-04-08 23:12:53,看个人。
爱Yummy呀,False,106,41,29,陕西省 - 西安市,6271,0,0,2020-04-08 23:11:29,愚人
加岛优,False,11,21,6,海外 - 瑞士,1753,0,0,2020-04-08 22:25:07,之前都没有的
加岛优,False,11,21,6,海外 - 瑞士,1753,0,0,2020-04-08 22:24:59,燕姿好多歌要VIP啊
咸趣饼干,False,6,16,1,陕西省 - 西安市,2072,1,0,2020-04-08 22:19:52,在日推里的老歌，好久没听还是好听
娜娜娜美腻,False,0,6,0,安徽省 - 合肥市,4750,0,1,2020-04-08 21:19:29,一定很辛苦吧！
l孤s影j,False,0,15,0,,1603,0,1,2020-04-08 15:11:16,哈哈，好不容易酝酿的悲伤情绪被你一下弄没了
l孤s影j,False,0,15,0,,1603,1,1,2020-04-08 15:08:24,真的不可以信吗？
把情绪调成静音模式,True,0,1,2,,4429,2,0,2020-04-08 14:38:26,爱，以前也信过，以后…没有以后了。
雪棣棣,False,0,9,0,福建省 - 漳州市,1506,1,1,2020-04-07 21:41:27,刚好相反
喵喵_mua_,False,4,4,5,,3002,14,0,2020-04-07 14:45:59,越到后来越发现，未遂的爱，最浪漫
要554427,False,7,6,4,广东省 - 佛山市,1248,0,1,2020-04-07 12:43:21,好着呢！！！[亲亲]
要554427,False,7,6,4,广东省 - 佛山市,1248,0,1,2020-04-07 12:43:11,还在一起！！！
要554427,False,7,6,4,广东省 - 佛山市,1248,0,1,2020-04-07 12:43:02,还在一起呢！！
咦我的腰呢,False,114,22,21,,13925,0,1,2020-04-07 12:17:50,哈哈哈哈哈
-野生栗子-,False,0,5,1,湖北省 - 武汉市,5371,5,0,2020-04-07 11:31:20,初中时听过，那时候只爱旋律；如今大学毕业两年了，再次听到，不知怎么地，胃和心一起绞痛了好几秒
芊小尘,True,0,42,82,,2610,2,0,2020-04-07 10:50:12,好歌
无恶不作徐花花,False,10,15,19,,1412,1,1,2020-04-07 10:13:18,九年啦
咩妹酱-,True,5,24,8,,4672,0,1,2020-04-07 08:20:12,九年了
halo叶叶叶,False,0,0,0,福建省 - 厦门市,3901,2,0,2020-04-06 22:40:48,我一直把 愚人演出 听成“鱼人眼珠”👀
邇溪,False,5,4,7,北京市 ,3166,3,0,2020-04-06 22:35:03,还是不够成熟才觉得爱可以挽留
江心无安城,False,4,54,1,,3111,3,0,2020-04-06 13:23:04,爱情愚人，不必深入。
宿生薄命,False,0,11,0,,3057,1,0,2020-04-06 10:58:37,不想再动凡心、
Michellekaa,False,5,15,7,台湾省 - 澎湖县,5168,1,1,2020-04-05 23:55:04,已经第九年啦
a故兮,True,16,48,16,云南省 - 保山市,4152,23,0,2020-04-05 16:14:27,屏幕前的你我不认识你但我祝你坚强祝你可爱 祝你善良一生向前永不回头
今夕何夕gns,False,0,5,2,重庆市 ,816,3,0,2020-04-05 14:55:25,孙燕姿！
盛志浩啦啦啦,False,0,19,4,北京市 ,2007,3,0,2020-04-05 11:52:09,用了五年网易云，第一次评论，和三年多的女朋友分手了，我们都舍不得但继续下去只会互相耽误吧，昨天她在票圈分享了这首歌，我好想哭啊。
无常如风起人生不可弃-,False,0,1,2,河北省 - 廊坊市,1710,2,0,2020-04-05 02:52:27,剧情 是笑？是哭？
海里有好多鱼,False,0,54,202,,15377,0,1,2020-04-04 23:44:22,第一句确实是里面的啊…
武侠小生,False,0,0,0,福建省 - 泉州市,555,0,1,2020-04-04 23:13:24,也许很多次酝酿很久的话已经写好了，只是没有勇气点击发送而已
吃饱了吗今天,False,0,5,1,湖南省 - 长沙市,988,4,0,2020-04-04 21:29:33,好好听！感谢网易云推荐 好喜欢❤
是绝望的小七吗,True,21,18,7,云南省 - 西双版纳傣族自治州,5036,0,1,2020-04-04 20:39:14,现在还好吗
叭叭叭个叭叭,False,1,43,1,,2130,0,1,2020-04-04 20:38:19,现在还在一起吗
流氓eason,False,3,0,3,江西省 - 南昌市,4756,2,0,2020-04-04 20:36:42,我记得那时候燕姿刚出专辑的时候说 时隔了好久 她也长大了 歌迷也长大了  可能大家心理都改变了 所以她也在探索怎样的音乐能够更反应现在的心情
丿灬灬丿灬丨,False,2,56,9,海外 - 阿尔及利亚,5727,3,0,2020-04-04 14:11:31,55好好听
大白兔奶糖mi,False,0,15,1,,2106,1,0,2020-04-04 13:31:34,重新又开始每日推荐了，挺对胃口
大胸弟12138,False,0,15,6,河南省 - 新乡市,5589,8,0,2020-04-04 12:40:43,建议网易开发一个新功能，每个人都在自己方圆1公里的地方定个点，自己设置15首推荐歌曲，当有人踏入这个定位范围，就可以看到推荐人推荐的歌单！ 走到哪里我们都不孤单！！！
舞池里的千颂伊,False,665,107,22,上海市 ,4302,1,1,2020-04-04 11:58:06,现在的生活怎么样了啊！！！！
倒戈特,False,0,19,9,河南省 - 许昌市,451,2,0,2020-04-04 00:30:15,说起这段关系多少年多少年多吓人一样，其实风一吹也不剩什么东西了
城南待君归矣,False,3,18,25,,8399,1,0,2020-04-03 22:03:15,昨天我写的邮件 今天凌晨他回了 很无聊 很繁琐的事情 不管是站在什么立场 他希望我好 那我便安好 原来也不是没有被在意.
万还是one,True,0,34,10,山东省 - 菏泽市,1591,3,0,2020-04-03 20:29:49,刚才我喜欢的那个人的歌单里听到了这首歌，高中的时候我就很喜欢她，可你在那样一个特别好的班级，让我觉得我不配跟你在一起，大学了，大学了，不知道如何咱俩逐渐联系起来，说的话越来越多，慢慢的，我同学都说咱俩应该在一起，可我直到现在都不敢跟你去告白。听着你喜欢的，想着你就够了
任公子_,False,8,17,22,海外 - 英国,3455,0,1,2020-04-03 19:09:25,过年的时候分手惹[流感]
元气少女郭德钢,False,4,13,1,山东省 - 潍坊市,1026,6,0,2020-04-03 16:24:18,我本之间的伪装不过是：一见如故，再见陌路
囍恶loser,True,12,33,7,甘肃省 - 兰州市,7695,1,1,2020-04-03 16:09:12,十年了
D民谣与猫,False,2,2,4,广东省 - 广州市,1284,5,0,2020-04-03 14:47:24,十年前我的初恋给我听的这首歌。十年后的我还听这首歌
不羁旳醉与醒-,True,0,3,6,江苏省 - 南京市,7554,0,0,2020-04-03 03:58:27,为何看着歌词我听的这么窒息
Sison_engh,False,1,12,12,,2828,3,0,2020-04-03 02:16:37,回头看，已是面目全非。
可爱鬼阿訫,False,2,18,4,,6113,7,0,2020-04-03 01:57:26,亲手推开的人，怎敢明目张胆的怀念
玛丽莲小可爱,False,0,7,4,江苏省 - 苏州市,5162,2,0,2020-04-02 23:51:40,这么些年最后愚了自己。真痛苦
跳舞的梵谷yanzi,True,35,23,48,湖北省 - 襄樊市,3575,3,0,2020-04-02 17:13:38,哈哈哈哈昨天忘记来听了
肖兔啵,False,0,18,4,广东省 - 汕尾市,979,1,1,2020-04-02 15:15:02,九年了
_Punky_,False,31,24,248,,11342,1,1,2020-04-02 10:27:58,我也是的
热泪90,False,31,15,5,江西省 - 赣州市,5544,1,1,2020-04-02 10:18:50,4.2的日推必听
Lainey_cl,False,2,2,9,湖南省 - 长沙市,8745,5,0,2020-04-02 09:55:18,四月的谎言 是年少时的喜闻乐见后来无人行骗 却到处谎话连篇 做个愚人 保存天真
Dorisooooo,False,2,19,7,重庆市 ,3390,6,0,2020-04-02 09:40:37,好想你呀 你为什么不能继续骗骗我 要逃走呢
喜欢喝可乐的阿远,False,2,13,4,浙江省 - 金华市,3964,2,0,2020-04-02 09:22:23,有没有人和我一样觉得这首歌的小提琴伴奏很厉害
君不见川行,True,119,41,10,海外 - 冰岛,11821,1,0,2020-04-02 08:51:39,爱是愚人的国度
雨的印记190518,False,1,5,0,河北省 - 保定市,932,3,0,2020-04-02 05:45:21,好想呀，你可不要跑。
猪猪詹娜,True,0,0,0,,19455,2,0,2020-04-02 01:53:04,好想你呀 可是再也不能像从前那样了
爵士乐与鱼Z,False,0,10,33,,6922,5,0,2020-04-02 00:59:03,愚人快乐。这首歌大概是4.2必听。
AKP_Eight,False,0,14,2,浙江省 - 杭州市,5229,2,0,2020-04-02 00:40:40,可我想你啊
W择言,False,0,14,1,浙江省 - 温州市,1796,1,0,2020-04-01 23:45:12,愚人节快乐，我想你禾乃
紫荆旗是红色的,False,4,141,6,上海市 ,3206,2,0,2020-04-01 23:44:07,抓住愚人节的尾巴
_吴子诚,False,22,107,39,广东省 - 揭阳市,7317,2,0,2020-04-01 23:42:38,每个4.1必备
哎呦打了个嗝,False,6,11,6,,4395,3,0,2020-04-01 23:20:34,就这样吧，我也该重新开始了，好好睡觉，好好吃饭，好好生活
Decca被注册了,True,0,45,5,,6994,3,0,2020-04-01 23:09:41,今天愚人节 也是四月第一天 第二季度的开始 今天停暖气了 我才明白其实我只需要一个人 他会说 是啊 今天家里一定很冷吧
TaylorSwift離若,False,35,119,6,广西 - 桂林市,5801,1,0,2020-04-01 23:06:22,愚人节快乐
_陈小仙er报告完毕,True,33,2,6,,1050,1,0,2020-04-01 23:03:40,我们已经过了愚人节那天去讲幼稚玩笑的年龄…这个年龄能让你感受被愚弄只有你最亲近的人了
Sue大大红,False,0,5,5,,6746,2,0,2020-04-01 22:57:21,愚快
辰沫姿77,False,7,10,2,,5612,1,0,2020-04-01 22:42:53,愚人节快乐
emilyyyyy1,False,6,5,0,浙江省 - 杭州市,260,1,0,2020-04-01 22:30:53,愚人节
顾忍冬,False,0,20,1,湖南省 - 衡阳市,911,1,0,2020-04-01 22:11:05,2020-4-1打卡
云语Leido,False,2,30,3,辽宁省 - 沈阳市,3794,2,0,2020-04-01 21:57:08,今天是愚人节 愚人快乐
士多啤梨_邦,False,14,13,13,北京市 ,5984,1,0,2020-04-01 21:44:30,嗯 虽然今天的话不能当真 但我还是希望你多说几遍我爱你
屈凡小不铃叮凡,False,0,24,5,,11041,4,0,2020-04-01 21:44:12,每年愚人节  都回来听这首歌
应该快乐_,False,0,12,0,四川省 - 成都市,360,2,0,2020-04-01 21:03:43,生活中本就充满了失望 不是所有的等待都能如愿以偿
圆圆女孩的夏天,False,7,27,15,河南省 - 商丘市,6101,4,0,2020-04-01 20:50:51,2020愚人节推了这首歌愚人节快乐
抱着月亮打盹儿oo,False,1,24,1,浙江省 - 温州市,13712,1,1,2020-04-01 20:50:09,愚人节快樂
0432腾,False,0,8,1,江西省 - 南昌市,1590,3,0,2020-04-01 20:49:50,愚人节快乐
春风十里不如wo1706,False,3,17,3,湖北省 - 十堰市,2128,2,0,2020-04-01 20:33:23,爱绝不是说谁而已，你走吧
易烊喜爱之鸵鸟,True,32,74,29,安徽省 - 安庆市,12201,2,0,2020-04-01 20:19:56,愚人节快乐
y_enihsnuSyM,False,6,18,1,四川省 - 泸州市,2143,2,0,2020-04-01 20:08:06,愚人节快乐
程岩_DG,False,8,19,23,吉林省 - 长春市,6837,1,1,2020-04-01 19:55:51,祝大家愚人节快乐[流泪]
Just丨丶,False,0,3,1,,3067,1,0,2020-04-01 19:52:58,不懂说点什么，祝大家今天快乐
MangCo千层,False,0,3,0,福建省 - 泉州市,3522,5,0,2020-04-01 19:48:29,愚人节快乐  2020这一年才过去四个月  发生了太多太多的事
heyholly,False,12,15,2,,7854,3,0,2020-04-01 19:42:38,2020.4.1 不要再做愚人了
hatter218,True,30,15,3,广东省 - 深圳市,5159,2,0,2020-04-01 19:29:44,爱是愚人的国度，节日快乐[跳舞]
只愿作你的拉拉队,True,24,54,11,吉林省 - 延边朝鲜族自治州,8936,1,0,2020-04-01 19:28:37,愚人节快乐
越是超越的越,False,6,5,4,甘肃省 - 兰州市,2394,3,0,2020-04-01 19:15:03,我朋友圈没有一条愚人节的动态，可能青春真的过去了。
苑子潯,False,32,28,6,湖北省 - 黄冈市,266,2,0,2020-04-01 19:13:33,愚人节快乐
山洵,False,9,9,13,,4260,2,0,2020-04-01 18:55:08,愚人节快乐
忆梦少侠,False,2,46,8,湖南省 - 长沙市,1731,1,0,2020-04-01 18:52:37,愚人节快乐😊
忆梦少侠,False,2,46,8,湖南省 - 长沙市,1731,0,1,2020-04-01 18:51:45,愚人节适合这首歌
阿梓是只扑棱蛾子,True,11,1,17,,505,3,0,2020-04-01 18:45:58,四月一日我在听愚人的国度也不知道谁才是那个愚人
少年老糊涂,False,74,71,14,浙江省 - 绍兴市,4103,2,0,2020-04-01 18:22:56,2020.4.1愚人的国度
stef虎牙,False,6,32,26,四川省 - 成都市,931,2,0,2020-04-01 17:47:36,愚人节快乐
愿你一生波澜不惊-,False,0,6,0,新疆 - 乌鲁木齐市,453,3,0,2020-04-01 17:42:31,今天她说我们分开吧，多希望她也过愚人节💔
Jappleana,False,2,14,2,广西 - 贵港市,4858,1,0,2020-04-01 17:20:27,风吹了十七年
莫愁姓李_,False,72,20,5,海外 - 其它,6530,1,0,2020-04-01 17:19:31,爱是愚人的国度 愚人节快乐
YU-16_,True,54,69,19,海外 - 其它,6780,1,0,2020-04-01 16:56:41,是可以给所有的人 今天的歌
daydreamer_J0eR,False,20,58,20,,17384,1,1,2020-04-01 16:55:58,不要套路我了，已经被好几个网友套路过了，套路太深[流泪]
向往北方的日子和乐子,False,455,18,22,河北省 - 邢台市,9258,1,0,2020-04-01 16:51:55,愚人节就要听《愚人的国度》呀~
Hajimari_,True,0,13,1,湖北省 - 武汉市,2305,1,0,2020-04-01 16:39:19,2020.04.01[爱心]
