user,VIP,dynamic,foucs,fans,district,listen_songs,acclaim,comment,time,content
呀没酷起来,False,1,6,2,,980,4,1,2020-03-17 08:36:29,这不是你的原因，这是对方的原因，因为他没给你足够的安全感，所以你才这样
Aglily,True,6,27,12,江苏省 - 无锡市,3152,3,0,2020-03-16 22:17:06,真的很想做好，真的……很想做好
王莳依,False,6,44,18,,2703,1,1,2020-03-16 13:25:31,我2020年
速度看攻略,False,0,7,3,广东省 - 佛山市,1469,1,0,2020-03-15 23:50:48,如果我离开，你会难过么？你是的不愿付出，是因为习惯我，而不是爱喜欢我？习惯和喜欢，哪个更加重要？
尧小劼,False,0,25,6,,1535,3,0,2020-03-15 11:24:56,网恋一线牵，珍惜这段缘。樊程再见！爱情的双向选择，我无你。
柳青芜,False,2,30,3,,20040,2,0,2020-03-15 11:00:11,疯狂押韵
贺哈哈嘿,False,5,29,2,,3421,2,0,2020-03-15 10:58:41,旋律一出来我就想哭
骡不羁,True,2,12,5,,1571,5,0,2020-03-15 10:55:07,各取所需，互相欺骗
6枫6,False,1,4,0,广西 - 南宁市,2935,1,0,2020-03-15 00:24:17,好想你[流泪]
精彩世界2019,False,0,3,0,山西省 - 太原市,2331,2,1,2020-03-14 23:52:48,只要爱错了人，每天都是双十一～
学习中的胖虎超酷,True,36,42,26,安徽省 - 芜湖市,1945,3,0,2020-03-14 23:40:04,对不起 怪我太喜欢你了
池__祁,False,34,156,29,海外 - 其它,8345,1,1,2020-03-14 23:36:42,别逞强了，我们应该原谅所有
你妹的自来也,False,0,4,0,甘肃省 - 兰州市,1386,2,1,2020-03-14 23:34:19,还没来及说声爱你
你妹的自来也,False,0,4,0,甘肃省 - 兰州市,1386,1,1,2020-03-14 23:33:26,好想见你
你妹的自来也,False,0,4,0,甘肃省 - 兰州市,1386,1,1,2020-03-14 23:33:02,不能爱你而已
你妹的自来也,False,0,4,0,甘肃省 - 兰州市,1386,1,1,2020-03-14 23:32:48,只是不能再爱你而已
Agonni1912,False,0,4,0,山东省 - 菏泽市,235,1,1,2020-03-14 23:29:15,真情终被辜负，智者不入爱河
无疾1908,False,9,11,6,广东省 - 汕头市,913,1,1,2020-03-14 23:11:28,入戏太深，覆水难收
罗曼替可斯,False,3,30,10,广东省 - 梅州市,999,1,0,2020-03-14 23:02:52,难忘那个不知所措的·时刻
乔在我心,False,5,2,1,江苏省 - 南京市,7557,1,1,2020-03-14 22:37:15,嘴角轻轻上扬，眉角稍稍一动！想抽自己耳光，为何动了真情
玺烊烊咪,False,14,8,2,宁夏 - 吴忠市,253,1,1,2020-03-14 22:20:45,如果觉得太难 及时道别没有错
琴非得以520,False,5,8,4,,3557,3,0,2020-03-14 22:05:44,最怕喜欢上一个不能喜欢你的人
太空中漂浮的蓝莲花,False,0,3,0,北京市 ,935,1,1,2020-03-14 21:32:28,爱过、错过、渡边……
九山八海皆可斩,False,0,13,4,海外 - 挪威,757,1,1,2020-03-14 21:12:15,爱对了人，每天都是情人节
秦氏白月光1994,False,0,3,0,山东省 - 威海市,0,1,1,2020-03-14 20:58:24,我暗恋了你五年，用一天澄清了我对你的所有喜欢，很遗憾，你放弃了我，你很轻松。毕竟……我是爱的最深的那个呀。
逐鹿归林,False,5,22,4,山东省 - 泰安市,680,1,1,2020-03-14 20:23:12,愚人节说的都是真心话
-RONGXUE,False,14,19,0,江苏省 - 苏州市,3848,1,0,2020-03-14 19:59:18,何为爱错，爱了就不会后悔，只因我爱而已
MilkyCh,True,8,10,2,江苏省 - 苏州市,1099,0,1,2020-03-14 18:39:23,愚人节…娱人劫
喋喋-0504,False,0,5,0,山东省 - 青岛市,249,2,1,2020-03-14 17:54:36,已经坚持三年了，会一直等他.各自安好
Hornbey,False,1,24,0,福建省 - 宁德市,895,1,1,2020-03-14 17:48:18,7年
1998年的时候,False,5,25,23,,6898,1,1,2020-03-14 17:47:54,你可以选择不过的，是不舍得还是甘愿去过呢
欢余时光,False,6,6,7,广东省 - 佛山市,8897,2,1,2020-03-14 17:17:28,今天也是愚人节
The-end__茫,False,0,4,0,甘肃省 - 兰州市,1822,3,1,2020-03-14 17:09:06,啊，我过了十年的愚人节啊
Peach_and_lion,False,0,29,1,,848,2,1,2020-03-14 16:28:50,九年了…
口袋会发光,False,1,6,1,,714,2,1,2020-03-14 16:21:50,错了就错了，老师不可能看你可怜给你半对的，爱情也如此，错了就别回头
狠好123,False,0,17,3,江苏省 - 扬州市,3291,1,0,2020-03-14 15:45:05,你还好嘛，PSY😳
氧气舱2,True,12,18,23,,8272,0,1,2020-03-14 14:12:44,愚人节快乐
Hazel-LY,False,4,3,0,,972,0,1,2020-03-14 13:50:07,学会遗忘就好了
暖洋里的小鱼,False,2,5,0,河北省 - 石家庄市,104,1,1,2020-03-14 13:46:41,如果爱对了人，每天都是情人节～
SeeForever,True,512,24,62,,2430,2,1,2020-03-14 13:13:31,每天都是愚人节
达瓦里希_vbs,False,2,1,0,湖南省 - 长沙市,3644,4,0,2020-03-14 12:48:56,这首歌想哭
曾经也是长安,False,6,6,4,河北省 - 邯郸市,1664,2,1,2020-03-14 09:28:18,最怕喜欢上一个不能喜欢你的人
情深时见鹿_TOrk,False,0,7,0,湖南省 - 永州市,131,1,1,2020-03-14 09:25:30,只要爱对了人，每天都是情人节[多多无语]
半颗晚晚_绯色,True,13,0,246,台湾省 - 台北市,419,2,1,2020-03-14 09:20:54,“来的是你 走的也是你 让我难过的还是你 怎么留下来的不是你”
故人故事几重逢,False,28,58,6,江西省 - 赣州市,3212,1,1,2020-03-14 08:39:18,真实
后知后觉生物,False,76,0,7,,1620,1,1,2020-03-14 08:35:11,也有可能是清明节 中元节……
伦先森缺了水,True,94,34,64,河北省 - 邯郸市,4155,0,1,2020-03-14 08:10:51,大智若愚
可能灯火阑珊处,True,6,9,3,海外 - 挪威,874,0,1,2020-03-14 07:43:00,爱对了人每天都是情人节～
十鸪,False,0,23,1,江西省 - 赣州市,641,6,0,2020-03-14 05:19:34,爱是一瞬间，不爱又是一瞬间。我们谁都说不出分手，明明知道已形同陌路，就像在愚人的国度一样，我们都戴着假面，面具上的笑脸，面具下的冷漠都是谎言编织的梦。让我们都敢爱敢恨，勇敢笑，大胆哭，不必在意他人的眼光，摘下面具做真实自己。
youda十,True,11,10,4,云南省 - 西双版纳傣族自治州,4215,1,1,2020-03-14 02:59:15,你本该是一场梦，而我是一阵风。
---小艾同學,False,26,33,354,,7083,2,1,2020-03-14 01:32:15,你说你爱烟雨微茫，雨来时你却伞遮霓裳；你说你爱春光灿烂，阳光普照时你却孑然惆怅；你说你爱微风轻柔，风拂发梢时你却紧闭门窗，这便是为何你说你也深深爱我，我却眼波成霜。——莎士比亚
雀斑妹妹1906,False,0,3,0,黑龙江省 - 哈尔滨市,599,1,1,2020-03-14 01:30:01,2017、
邪笑的九尾狐,False,1,8,0,天津市 ,68,2,1,2020-03-14 01:08:20,及时止损
黎明遇见夕阳,False,0,14,0,山东省 - 临沂市,1602,2,1,2020-03-14 01:04:27,我喜欢  把我们的故事说给别的女孩听  然后  对她说  幸好遇到了你  我的朋友  网友换了一批又一批  谁又记得住
简单点1209z,True,30,32,6,,1708,0,1,2020-03-14 00:49:18,反之，爱对了人，每天都是情人节
王寒智,False,7,7,3,辽宁省 - 锦州市,4120,0,1,2020-03-14 00:33:45,我宁愿  我不去过节日
我才不是粉红豹少女,False,7,10,3,广东省 - 深圳市,7727,2,0,2020-03-13 20:22:31,不必再说假如 我穿过一地荒芜幸福 不能碰触
Lancaoskr_,False,9,12,8,,5394,2,0,2020-03-13 19:50:28,@我不该再看着你了 快听
丫口西落,False,0,11,0,山东省 - 济南市,599,1,0,2020-03-13 18:36:44,这首歌能让我想起前女友。
LG-Suspect,True,21,7,7,,6183,1,0,2020-03-13 10:32:48,爱死这首歌了❤️
释tk躺,False,1,11,1,安徽省 - 合肥市,611,1,0,2020-03-13 03:50:16,爱了
compass171227,False,91,9,4,山东省 - 济南市,3180,2,1,2020-03-13 01:52:51,会过去的对吗
Halo_Stefanie,True,58,24,18,广东省 - 佛山市,15723,2,1,2020-03-12 21:36:58,什么鬼。。林丹和燕姿哪有交集。看的是啥新闻，是林丹出轨的时候，他老婆发了个孙燕姿的歌吧
瀚什么予,True,0,5,5,吉林省 - 长春市,2072,2,0,2020-03-12 19:35:35,今夜，没有极光.
JunoCya,False,3,22,6,北京市 ,1745,1,1,2020-03-12 14:05:09,哪个林丹？
JunoCya,False,3,22,6,北京市 ,1745,2,1,2020-03-12 14:01:18,我也觉得是！但是不知道是哪首歌[流泪]
沈清苓,False,0,3,0,,1033,2,0,2020-03-12 11:20:32,爱是愚人的国度 不能自拔 不懂
ZhangYouChu,False,0,3,0,浙江省 - 杭州市,2704,2,0,2020-03-12 04:03:40,爱是愚人的国度，不能自拔，不懂退出。
Tfwww-,True,0,6,1,浙江省 - 宁波市,1512,0,0,2020-03-11 22:42:01,王涛我好想你啊
独宠无二H,True,131,97,3,福建省 - 宁德市,2770,1,0,2020-03-11 14:50:44,爱是愚人的国度[哀伤]
Jason疼不腾,True,63,21,5,,6189,3,0,2020-03-11 13:05:48,感情这玩意儿一旦碰啦，伤害就在所难免……要习惯还能被伤害的感觉！
霂枟,False,0,5,0,广东省 - 广州市,3413,1,1,2020-03-11 12:27:11,十年了
你像个玩笑,False,0,14,0,广东省 - 惠州市,6365,2,0,2020-03-11 11:57:12,没看歌名还以为是丝路的改编版呢
uncle丶JOker,True,16,10,19,北京市 ,3983,2,0,2020-03-11 09:54:32,那时候勇敢一点，结局会很不一样
春春姐儿,False,0,16,3,山东省 - 济南市,1089,2,0,2020-03-10 19:46:29,让我懂 让我哭
多肉酱想去永无岛,False,6,37,194,,3533,1,1,2020-03-10 13:14:13,哈哈哈
秋起-,False,3,28,22,海外 - 美国,3167,1,0,2020-03-10 10:37:09,@北落by
秋起-,False,3,28,22,海外 - 美国,3167,0,0,2020-03-10 10:36:57,啊啊啊好好听
劉雲小仙,False,107,6,13,云南省 - 曲靖市,6055,1,0,2020-03-10 02:41:10,赵薇，花木兰
林应木,True,41,74,525,,2465,1,1,2020-03-10 01:17:02,可是我觉得她吐字有点奇怪诶。可能是自己的特色吧
林应木,True,41,74,525,,2465,1,0,2020-03-10 01:16:19,@弋雨伞骨 我记得这首你推过，还不错
compass171227,False,91,9,4,山东省 - 济南市,3180,4,0,2020-03-10 00:41:42,听闻爱情十人九悲
-有姿有菋-,False,4,44,10,山东省 - 青岛市,1713,1,1,2020-03-09 20:14:41,好了，九年了，下面继续
也不是猪只打呼,False,101,22,20,,4093,4,0,2020-03-09 19:40:54,曾美丽 但还是不满足。
跳芭蕾的囧囧喵,True,9,6,4,,1863,1,0,2020-03-09 19:31:18,爱情是一出演绎着悲欢离合的戏剧
西洋鲑鱼,False,66,68,61,福建省 - 漳州市,7214,2,1,2020-03-09 12:42:32,可能她现在也很小hhh
爵色情调,True,0,3,1,,2689,1,0,2020-03-09 11:46:08,入坑专 入坑曲
淡然lyy,False,1,9,4,,2813,0,1,2020-03-09 08:41:25,九年了
李先生2743,True,0,5,5,山东省 - 日照市,2017,0,0,2020-03-09 04:41:45,黑色守望者
_杀他,False,3,0,23,广东省 - 广州市,11603,3,0,2020-03-09 01:42:14,愚人节说情人节才敢说的话，你说多可悲。
面码yy,False,3,25,2,四川省 - 达州市,5771,2,0,2020-03-09 01:12:46,每天都要看到你的晚安才能安心睡去
放放沈,False,2,18,6,河北省 - 石家庄市,4181,1,0,2020-03-09 00:19:18,@顾之-
此账号已注销23684,False,422,1,8,,11989,5,0,2020-03-08 17:36:08,今天看到向日葵有一个很好的花语：入目无他人，四下皆是你，你逆光而来，配得上这世间所有的温柔。可惜了以前觉得向日葵单调俗气 还不好闻
J-Joy-,False,9,13,3,,2177,1,0,2020-03-08 17:02:47,燕姿女神的歌有魔力~听歌的心情不同，歌仿佛也表达的不同…尽管听歌的人没变，歌依然是同一首，同一版…
inspirehhxxttxs,False,10,24,7,海外 - 卢森堡,3386,2,1,2020-03-08 14:53:16,然后发现用了也不敢艾特哈哈哈
要554427,False,7,6,4,广东省 - 佛山市,1248,2,1,2020-03-08 12:46:45,好！
丰阝君,True,5,16,34,,9306,2,0,2020-03-08 11:11:32,九周年
删拾以后说年轮,False,6,40,117,江西省 - 抚州市,3585,0,0,2020-03-08 03:56:30,想哭
跳舞的反骨,True,1,31,32,新疆 - 伊犁哈萨克自治州,4421,1,0,2020-03-08 00:27:56,这一首也可以适当的唱唱的[流泪]
亦壬星河,False,4,10,0,西藏 - 林芝地区,810,1,1,2020-03-08 00:12:32,好巧，日推同时推荐这两首歌   然后看到你的
超级想谈恋爱呀,False,8,10,4,山东省 - 临沂市,1018,1,0,2020-03-07 13:11:45,其实我不喜欢听歌。
漆樱卿哈哈哈哈哈,False,0,20,3,江西省 - 宜春市,906,2,1,2020-03-07 12:06:00,我才小学04年哇
爱发呆的猫l,False,1866,3,61,重庆市 ,5860,1,0,2020-03-07 11:00:25,女神很幸福，不用为赋新词强说愁。
打起精神来睡觉zz,False,1,4,0,广东省 - 深圳市,725,3,0,2020-03-06 23:12:52,是疲惫是依赖的束缚，你是你，我是我。。。。
李某人的二手腰子,True,0,42,1,山东省 - 济南市,8846,2,0,2020-03-06 18:23:25,这歌真好听啊
人间妲己why,False,6,5,4,湖南省 - 长沙市,2879,1,0,2020-03-06 15:19:13,怎么爱是不满足？
王小王的马甲,False,16,11,24,,11665,1,1,2020-03-06 11:46:20,我喜欢点赞一些令人尴尬的评论
林肯公园C,False,0,9,3,上海市 ,7106,1,0,2020-03-06 08:18:15,这首歌没有大红过么？简直无可挑剔啊
不想被知道的猪,False,0,3,1,湖北省 - 武汉市,1917,0,0,2020-03-05 22:31:47,听这首歌莫名难受
pirilampo,True,14,118,55,,14438,1,0,2020-03-05 22:21:06,好辛苦
Vghxfszlaidyh,False,0,6,0,湖南省 - 永州市,730,1,0,2020-03-05 21:13:03,2020留个爪
钰你而来,False,4,5,1,浙江省 - 金华市,183,2,1,2020-03-05 13:30:41,2020啦，找到那个他了吗
请收藏我的八音盒,True,28,33,484,广东省 - 广州市,8154,1,0,2020-03-05 06:11:35,啦咯是7热就热就谁觉略略略不打
圣女果切半不加糖,False,0,9,1,广西 - 桂林市,1464,2,0,2020-03-05 01:48:29,五年级就听到这首歌了，那时候听不懂歌词，就是单纯觉得调调我喜欢，现在高一了，多多少少也明白了歌词的意思。果然还是越长大越复杂
整点阳间玩意,False,20,18,1,广东省 - 广州市,3663,1,0,2020-03-05 00:39:03,秃然发现有、好听，收藏+1
暖晨小男孩,False,0,84,2,广东省 - 湛江市,1487,1,0,2020-03-04 23:02:55,吉吉国王
太儿-,False,1,43,8,河南省 - 郑州市,4016,19,0,2020-03-04 20:49:35,前奏好熟悉！像一首英文歌有人知道吗 我想不起来了
Julybloo,False,0,4,8,江西省 - 上饶市,5417,1,0,2020-03-04 19:41:32,愚人的国度里你自以为聪明殊不知你在对方眼里不过半岁孩童在感情这场戏里还是别太入戏
撒哈拉的故事ie,False,0,21,4,,148,0,0,2020-03-04 19:18:46,爱是自娱愚人演出，答案清楚，才能谢幕
ImRed-,False,8,57,49,辽宁省 - 大连市,9847,2,0,2020-03-04 18:03:24,今天分手了
总是要努力的吧,False,10,36,4,广东省 - 深圳市,10273,2,0,2020-03-03 23:49:17,想起一本书《天空之城》
786945826,False,0,7,0,山东省 - 青岛市,2747,2,0,2020-03-03 21:15:57,曾经单曲循环一整天，现在还是感觉好听
胥爱川,False,0,1,2,湖北省 - 十堰市,2576,5,0,2020-03-03 20:30:07,我小学听这个歌的时候自我感动哭的稀里哗啦的😂😂
孙燕姿亲了我一口,False,2,6,13,山东省 - 济南市,1835,2,0,2020-03-03 20:22:53,不能自拔 不懂退出
昨日忘,True,7,93,27,安徽省 - 安庆市,4604,1,1,2020-03-03 18:27:25,转眼十年了，这愚人国度
hhh灰蒙蒙,False,0,3,0,陕西省 - 渭南市,146,4,0,2020-03-03 18:15:43,这荒唐世界也是愚人的国度
观观今晚要早睡哦,False,0,1,2,广东省 - 梅州市,8869,1,1,2020-03-03 18:14:02,9年了
梦里白云天,True,0,4,1,江苏省 - 常州市,805,1,0,2020-03-03 16:04:56,孙燕姿
小恶魔babalala,False,0,0,1,,2875,3,0,2020-03-03 14:09:50,感谢经历 不畏前路 若是无聚 缘分不足
你看江水多澈,False,5,10,2,浙江省 - 温州市,466,1,1,2020-03-03 05:11:17,2020年了
一棵树-23,False,20,7,7,安徽省 - 阜阳市,11308,2,0,2020-03-02 22:37:28,来 你能不能再重复？
L本丶拉登,False,0,3,1,河北省 - 石家庄市,959,3,0,2020-03-02 21:13:58,这首歌才8000多评论实在不应该
啊啊啊啊兰,False,2,7,21,云南省 - 临沧市,7053,2,0,2020-03-02 18:51:53,女神的歌就这么点人留言吗
啦啦遥,True,1,5,1,贵州省 - 贵阳市,1291,1,1,2020-03-02 13:46:41,我说我感觉我听了好久了 发现你说这句话时候15年[口罩]
星回八月,False,0,24,4,,697,1,0,2020-03-02 11:44:25,我爱孙燕姿
19九八x,False,15,7,0,重庆市 ,2909,1,1,2020-03-02 07:17:23,我们要坚强啊
19九八x,False,15,7,0,重庆市 ,2909,0,1,2020-03-02 07:17:06,那你就假装没听懂吧
魅力听众,True,0,5,0,黑龙江省 - 哈尔滨市,11712,0,0,2020-03-02 02:04:51,好喜欢你虽然42了，记忆一直留在03年的你
cornadcarl,True,6,12,0,四川省 - 成都市,13778,2,0,2020-03-02 00:37:02,说不上爱，应该是有点好感吧。
仰止辛,True,21,7,5,新疆 - 哈密地区,13587,1,0,2020-03-01 15:30:41,早点睡
遥看云起时,False,1,17,0,四川省 - 成都市,358,1,0,2020-03-01 11:52:04,愚人国度，假装心还在活着，未看透世人心。
Zen0606,True,0,5,0,陕西省 - 西安市,659,2,0,2020-03-01 10:27:22,攒点钱，追一场你的演唱会！
浩行大大,False,1,0,0,北京市 ,2295,2,0,2020-03-01 00:31:04,该珍惜的时候一定要好好珍惜，不要等走了才后悔。
荒野看花,False,2,7,0,,991,2,0,2020-03-01 00:02:50,爱是自愚  愚人演出
不爭不辨我还在,False,1,6,2,山东省 - 济宁市,710,2,0,2020-02-29 22:11:21,越长大越孤单吧，真的愚了一次，毁了自己的青春，好累
绿蚁新醅香,False,25,122,102,河南省 - 周口市,1982,2,1,2020-02-29 09:13:24,我听不懂，所以不知道怎么办？
今夕何夕gns,False,0,5,2,重庆市 ,816,1,0,2020-02-29 08:28:54,燕姿的音色真的好特别
终究要西沉,False,4,229,14,,6000,2,0,2020-02-28 23:37:03,听懂了歌词，怎么办？在线等，挺急的
泡泡inn,False,2,19,2,湖南省 - 长沙市,3174,0,1,2020-02-28 22:08:58,九年了  好听
似琰,False,0,4,1,湖南省 - 岳阳市,3015,0,0,2020-02-28 18:36:50,牛逼，真的好好听
_Coinisi,False,7,7,7,河南省 - 洛阳市,4035,1,1,2020-02-28 16:28:17,既然那么爱她 怎么会把她弄丢了呢[心碎]
请善待我的温柔,False,2,20,4,湖北省 - 咸宁市,6685,1,1,2020-02-28 13:41:51,看起来简单，其实很难我读初三的时候，有个女生喜欢我，我唱歌陈奕迅的歌唱的特别好她也喜欢音乐，我们俩互相暗恋毕业之后，我们也保持着联系但坚持是非常难祝您好运，早日找到属于你的他
我这不堪一击的坚强啊,True,0,56,10,浙江省 - 杭州市,8141,2,0,2020-02-28 10:46:46,我真的是愚人. 当你已经坚持不下去了，我才发现自己有多爱你，我有多爱你，就有多无力，就像你说的....真的太遗憾，如果我们过了这个坎，就嫁给我好嘛☺️
yuka浅野,False,11,36,16,,3626,2,0,2020-02-27 16:38:43,两两相望 唯余失望
callow,False,14,0,2,福建省 - 厦门市,2646,1,0,2020-02-27 13:03:24,重新听这首歌，爱人要义无反顾
猪扒包2895,False,1,3,1,广东省 - 深圳市,3796,2,0,2020-02-27 09:26:45,是不是听懂了就会哭
朱茵__,False,6,7,4,湖北省 - 襄樊市,5242,1,1,2020-02-26 23:45:22,九年了
雪碧可乐各一杯,True,5,7,32,,15921,3,0,2020-02-26 22:55:24,昨晚我梦到你了，你的签名还是取了我的名写的，一开始认识的时候你就说我的名字好听，像小说里的。我梦到你抱着我，梦到你还是那样护着我。你说最骄傲的就是能牵着手跟朋友们说是我的男朋友。我醒来心里空落落的，不知道跟谁说，所以就说在这里吧。哈哈
ZHaorrrrrrrrr,False,2,33,6,重庆市 ,3958,1,1,2020-02-26 15:18:40,虾仁诛心
好可爱的女孩子ooo,False,141,77,6,,1066,1,1,2020-02-26 09:25:22,@Nora靖哥哥_
Gump-D,False,7,133,21,,4373,1,1,2020-02-26 09:18:07,。。。我记得那首《monster》我第一次听，也以为很小的时候就已经听过。。
九襄刺,True,87,13,5,海外 - 其它,4374,4,0,2020-02-25 23:42:30,这辈子就愚了这次，也栽在这一次
盛夏清风不及你,False,3,3,2,陕西省 - 西安市,1035,2,0,2020-02-25 17:29:29,去年的今天，今年的今天，同样的日子，同样的经历，现在来听同首歌，感受同样的伤心难过[多多难过][多多难过]
分手小白脸,True,55,79,13,湖北省 - 武汉市,6681,7,0,2020-02-25 12:16:10,愚人为情所乱，智者不入爱河
诗半巷,False,3,8,6,山东省 - 济宁市,558,0,1,2020-02-24 19:23:50,是真的好羡慕甚至感觉好感人！！！是一直以来所向往的，所以看到你们的故事感慨好多...你们一定要一直一直走下去！！
两知闲,False,12,30,11,浙江省 - 杭州市,6289,1,1,2020-02-24 16:00:45,这歌2011年5月15日在中国内地发行
她眠,False,0,9,7,湖北省 - 荆州市,2737,1,0,2020-02-24 15:46:49,@2018.5.20
南野青鸢,False,47,57,9,,4314,1,0,2020-02-24 02:47:02,很多年前听的歌又找出来了[鬼脸]
从此一年,False,1,17,5,,4441,3,0,2020-02-24 01:19:05,听了一段就深陷无法自拔感受:像是一个人孤身在台上表演是那种黑色的感觉她在讲述什么，但是不知怎么就变成了我自己。然后就是每个起承转合，都拿捏的太好了，像心被拿在手上，该用力时，用力捏了一下，又忽然放开的温柔。沉醉其中
十三度灰-,False,0,1,1,江苏省 - 南京市,203,4,0,2020-02-23 00:27:26,如果你听着歌看到这条评论 请别伤心 只不过是换了种方式去爱你
霂微夝,True,0,1,0,浙江省 - 杭州市,3275,2,0,2020-02-22 18:41:08,四年演出，只有当我自己承认的这一刻才谢幕。再见，过去的愚人。
梁晓雨你可不能嫁给别人呀,True,13,80,13,天津市 ,6410,4,0,2020-02-22 18:25:55,我就是这么一个人，明明有拖延症还要强迫自己按时起床，明明没有胃口还要在家人面前多吃一点，明明很脆弱还要装出坚强，明明早就错过了你还要一直想着你，明明打算重新开始生活还要倔强得不想把你的痕迹抹去
肮脏的python交易,True,3,26,33,海外 - 美国,3865,1,1,2020-02-22 18:20:01,15年评论的
肮脏的python交易,True,3,26,33,海外 - 美国,3865,1,1,2020-02-22 18:19:40,那是15年评论的啊…
李An呀呀,True,4,4,8,广东省 - 深圳市,5071,23,0,2020-02-22 11:37:30,“人和人之间的感情到底有多脆弱呢
李An呀呀,True,4,4,8,广东省 - 深圳市,5071,3,0,2020-02-22 11:33:10,爱是愚人的国度，不能自拔，不懂退出。
白露戚戚,False,1,9,6,湖北省 - 黄冈市,6655,1,0,2020-02-21 23:43:31,你终究是有事钟无艳无事夏迎春，我们早就从那次分开后就越离越远，也知道后来的你无论发生什么都与我无关了，当然我也不会与你有什么关联。
其实你并不帅,True,8,5,0,北京市 ,603,2,0,2020-02-21 21:09:49,这首音乐拯救了多少失落的灵魂
是某,False,2,31,6,黑龙江省 - 哈尔滨市,1745,2,0,2020-02-21 13:55:11,她的歌就是不管过了多久再翻过来听心情还是会跟着她的每个字波涛起伏
E-sther-,False,0,1,2,,2713,8,0,2020-02-21 10:13:17,原来放下一个人不难 攒够失望就可以了
像那淋着雨的疯子,True,3,54,12,甘肃省 - 甘南藏族自治州,7290,1,0,2020-02-21 04:25:59,六年了，你来听，我还是胆小懦弱卑微啰嗦的人，一如既往地失败。[心碎]
Arro,False,0,14,3,广东省 - 梅州市,1441,3,0,2020-02-20 22:46:50,听歌好像扇自己两巴掌
一首父亲送给你这个逆子,False,0,2,2,黑龙江省 - 哈尔滨市,569,5,0,2020-02-20 21:40:36,我打了很多字，又默默的删了。有些东西说不清
牵着你的手有余香,False,1,5,1,云南省 - 昆明市,234,4,0,2020-02-20 14:39:04,适合的人不需要追赶·
如若蓝霖,False,0,0,0,安徽省 - 安庆市,363,1,1,2020-02-20 13:58:10,现在都大三了，还是我小学听的了
跳舞的反骨,True,1,31,32,新疆 - 伊犁哈萨克自治州,4421,3,0,2020-02-20 00:15:09,爱是愚人的国度
Britels-,False,0,2,1,,1091,7,0,2020-02-19 22:20:35,答案清楚，才能谢幕
Jadynnn,False,17,35,1,浙江省 - 台州市,5285,2,0,2020-02-19 16:37:33,好喜欢这个旋律！作曲者nb！！
七情六欲只凭心意,False,180,35,150,浙江省 - 舟山市,12179,2,0,2020-02-19 15:21:25,要怎么样才能得到真正的幸福 越长大失去的越多
51m_n,False,0,15,13,,5837,4,0,2020-02-19 04:00:53,果然是李偲菘写的
翟翟翟___,True,1,9,13,河北省 - 保定市,3070,1,1,2020-02-19 00:43:42,生日快乐吖！！
七秒鱼盟主,False,6,31,12,,8031,1,1,2020-02-19 00:14:41,真正伤的人又怎么会把伤口拔给别人看，演得一手好戏
夏目cute猫,False,0,117,23,广东省 - 广州市,3352,5,0,2020-02-19 00:14:39,有些感情，不要随意揣测。
七秒鱼盟主,False,6,31,12,,8031,1,0,2020-02-19 00:09:32,我想要回到从前的快乐
夜航船55,False,0,9,0,吉林省 - 四平市,2943,1,0,2020-02-18 23:49:16,巡演有这首吗
回忆的橡皮擦,False,2,7,6,江苏省 - 无锡市,2943,0,0,2020-02-18 21:14:43,天天都是愚人节
CC麋鹿知归途,True,12,1,3,江苏省 - 南京市,7502,1,0,2020-02-18 20:06:24,我怎么   不快乐了
万水千山你陪我一起,False,8,21,51,河北省 - 保定市,3652,1,1,2020-02-18 19:55:38,你看看评论时间
要554427,False,7,6,4,广东省 - 佛山市,1248,2,1,2020-02-18 14:51:39,因为yq在家里网恋呢[多多捂脸]
可爱的明天呀,True,5,1,1,,11489,1,1,2020-02-18 01:08:47,生日快乐🎂
未曾泯灭_,False,1,32,5,海外 - 伯利兹,2183,1,1,2020-02-18 00:05:04,生日快乐
